case_type,method_id,pair_id,research_query_id,final_label,rank,in_top5,in_top10,example_role,boundary_type,error_type,source
irrelevant_top_k,tfidf_two_stage_v1,w4_rq03_013,rq03_spectral_preprocessing,0,9,0,1,unclassified,,unclassified,
irrelevant_top_k,tfidf_two_stage_v1,w4_rq03_009,rq03_spectral_preprocessing,0,10,0,1,boundary,generation_vs_preprocessing,generation_vs_preprocessing,data/analysis/w4_query_boundary_examples.csv#qb_014
relevant_buried,bm25_v1,w4_rq01_004,rq01_stellar_classification,2,16,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
relevant_buried,bm25_v1,w4_rq02_012,rq02_stellar_parameters,2,11,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_008
relevant_buried,bm25_v1,w4_rq02_004,rq02_stellar_parameters,2,15,0,0,unclassified,,unclassified,
relevant_buried,cross_encoder_msmarco_v1,w4_rq01_008,rq01_stellar_classification,2,11,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_002
relevant_buried,cross_encoder_msmarco_v1,w4_rq01_004,rq01_stellar_classification,2,14,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
relevant_buried,cross_encoder_msmarco_v1,w4_rq02_004,rq02_stellar_parameters,2,13,0,0,unclassified,,unclassified,
relevant_buried,preliminary_score_v1,w4_rq01_011,rq01_stellar_classification,2,12,0,0,unclassified,,unclassified,
relevant_buried,preliminary_score_v1,w4_rq01_008,rq01_stellar_classification,2,14,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_002
relevant_buried,preliminary_score_v1,w4_rq01_004,rq01_stellar_classification,2,19,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
relevant_buried,preliminary_score_v1,w4_rq01_017,rq01_stellar_classification,2,20,0,0,unclassified,,unclassified,
relevant_buried,preliminary_score_v1,w4_rq02_018,rq02_stellar_parameters,2,12,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_009
relevant_buried,preliminary_score_v1,w4_rq02_017,rq02_stellar_parameters,2,16,0,0,unclassified,,unclassified,
relevant_buried,preliminary_score_v1,w4_rq02_004,rq02_stellar_parameters,2,17,0,0,unclassified,,unclassified,
relevant_buried,preliminary_score_v1,w4_rq02_006,rq02_stellar_parameters,2,18,0,0,unclassified,,unclassified,
relevant_buried,rrf_bm25_specter2_v1,w4_rq01_004,rq01_stellar_classification,2,15,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
relevant_buried,rrf_bm25_specter2_v1,w4_rq02_004,rq02_stellar_parameters,2,15,0,0,unclassified,,unclassified,
relevant_buried,specter2_adhoc_v1,w4_rq01_004,rq01_stellar_classification,2,14,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
relevant_buried,specter2_adhoc_v1,w4_rq02_004,rq02_stellar_parameters,2,12,0,0,unclassified,,unclassified,
relevant_buried,tfidf_two_stage_v1,w4_rq01_008,rq01_stellar_classification,2,13,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_002
relevant_buried,tfidf_two_stage_v1,w4_rq01_011,rq01_stellar_classification,2,16,0,0,unclassified,,unclassified,
relevant_buried,tfidf_two_stage_v1,w4_rq01_004,rq01_stellar_classification,2,18,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
relevant_buried,tfidf_two_stage_v1,w4_rq01_017,rq01_stellar_classification,2,19,0,0,unclassified,,unclassified,
relevant_buried,tfidf_two_stage_v1,w4_rq02_018,rq02_stellar_parameters,2,18,0,0,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_009
hard_negative_top_k,bm25_v1,w4_rq01_015,rq01_stellar_classification,0,2,1,1,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
hard_negative_top_k,bm25_v1,w4_rq01_010,rq01_stellar_classification,0,6,0,1,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_003
hard_negative_top_k,bm25_v1,w4_rq01_014,rq01_stellar_classification,0,9,0,1,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_004
hard_negative_top_k,bm25_v1,w4_rq02_020,rq02_stellar_parameters,0,5,1,1,hard_negative,wrong_modality_no_ml,wrong_modality_no_ml,data/analysis/w4_query_boundary_examples.csv#qb_012
hard_negative_top_k,bm25_v1,w4_rq02_002,rq02_stellar_parameters,0,8,0,1,hard_negative,existing_labels_as_input,existing_labels_as_input,data/analysis/w4_query_boundary_examples.csv#qb_010
hard_negative_top_k,bm25_v1,w4_rq03_018,rq03_spectral_preprocessing,0,2,1,1,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
hard_negative_top_k,bm25_v1,w4_rq03_011,rq03_spectral_preprocessing,0,5,1,1,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
hard_negative_top_k,bm25_v1,w4_rq03_012,rq03_spectral_preprocessing,0,8,0,1,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
hard_negative_top_k,cross_encoder_msmarco_v1,w4_rq01_015,rq01_stellar_classification,0,4,1,1,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
hard_negative_top_k,cross_encoder_msmarco_v1,w4_rq01_010,rq01_stellar_classification,0,8,0,1,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_003
hard_negative_top_k,cross_encoder_msmarco_v1,w4_rq02_014,rq02_stellar_parameters,0,2,1,1,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
hard_negative_top_k,cross_encoder_msmarco_v1,w4_rq02_002,rq02_stellar_parameters,0,10,0,1,hard_negative,existing_labels_as_input,existing_labels_as_input,data/analysis/w4_query_boundary_examples.csv#qb_010
hard_negative_top_k,cross_encoder_msmarco_v1,w4_rq03_012,rq03_spectral_preprocessing,0,3,1,1,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
hard_negative_top_k,cross_encoder_msmarco_v1,w4_rq03_011,rq03_spectral_preprocessing,0,6,0,1,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
hard_negative_top_k,cross_encoder_msmarco_v1,w4_rq03_018,rq03_spectral_preprocessing,0,8,0,1,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
hard_negative_top_k,preliminary_score_v1,w4_rq01_014,rq01_stellar_classification,0,2,1,1,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_004
hard_negative_top_k,preliminary_score_v1,w4_rq01_010,rq01_stellar_classification,0,3,1,1,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_003
hard_negative_top_k,preliminary_score_v1,w4_rq01_015,rq01_stellar_classification,0,5,1,1,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
hard_negative_top_k,preliminary_score_v1,w4_rq02_020,rq02_stellar_parameters,0,5,1,1,hard_negative,wrong_modality_no_ml,wrong_modality_no_ml,data/analysis/w4_query_boundary_examples.csv#qb_012
hard_negative_top_k,preliminary_score_v1,w4_rq03_019,rq03_spectral_preprocessing,0,8,0,1,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
hard_negative_top_k,preliminary_score_v1,w4_rq03_018,rq03_spectral_preprocessing,0,9,0,1,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
hard_negative_top_k,rrf_bm25_specter2_v1,w4_rq01_015,rq01_stellar_classification,0,3,1,1,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
hard_negative_top_k,rrf_bm25_specter2_v1,w4_rq02_014,rq02_stellar_parameters,0,8,0,1,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
hard_negative_top_k,rrf_bm25_specter2_v1,w4_rq02_020,rq02_stellar_parameters,0,9,0,1,hard_negative,wrong_modality_no_ml,wrong_modality_no_ml,data/analysis/w4_query_boundary_examples.csv#qb_012
