method_id,pair_id,research_query_id,final_label,score,rank,example_role,boundary_type,error_type,source
bm25_v1,w4_rq02_011,rq02_stellar_parameters,0,4.35767227072,9,unclassified,,unclassified,
bm25_v1,w4_rq02_005,rq02_stellar_parameters,0,4.2380080108126545,10,unclassified,,unclassified,
bm25_v1,w4_rq02_012,rq02_stellar_parameters,2,3.552776474960061,11,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_008
bm25_v1,w4_rq02_016,rq02_stellar_parameters,1,3.4109040375391357,12,unclassified,,unclassified,
bm25_v1,w4_rq02_013,rq02_stellar_parameters,0,3.1620553553255766,13,unclassified,,unclassified,
bm25_v1,w4_rq02_014,rq02_stellar_parameters,0,3.146944145681819,14,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
bm25_v1,w4_rq02_004,rq02_stellar_parameters,2,2.4975637252894543,15,unclassified,,unclassified,
bm25_v1,w4_rq02_009,rq02_stellar_parameters,1,2.137134439691157,16,unclassified,,unclassified,
bm25_v1,w4_rq02_010,rq02_stellar_parameters,0,1.9344846615734925,17,unclassified,,unclassified,
bm25_v1,w4_rq02_001,rq02_stellar_parameters,0,0.8726416977370481,18,unclassified,,unclassified,
bm25_v1,w4_rq02_007,rq02_stellar_parameters,0,0.8288713058851909,19,unclassified,,unclassified,
bm25_v1,w4_rq02_019,rq02_stellar_parameters,0,0.0,20,unclassified,,unclassified,
bm25_v1,w4_rq03_014,rq03_spectral_preprocessing,2,16.325673912054693,1,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_013
bm25_v1,w4_rq03_018,rq03_spectral_preprocessing,0,11.93706965346729,2,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
bm25_v1,w4_rq03_003,rq03_spectral_preprocessing,0,7.572990275696249,3,unclassified,,unclassified,
bm25_v1,w4_rq03_004,rq03_spectral_preprocessing,0,6.496448190439904,4,unclassified,,unclassified,
bm25_v1,w4_rq03_011,rq03_spectral_preprocessing,0,6.496448190439904,5,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
bm25_v1,w4_rq03_013,rq03_spectral_preprocessing,0,4.704963716041716,6,unclassified,,unclassified,
bm25_v1,w4_rq03_009,rq03_spectral_preprocessing,0,3.5288229668372235,7,boundary,generation_vs_preprocessing,generation_vs_preprocessing,data/analysis/w4_query_boundary_examples.csv#qb_014
bm25_v1,w4_rq03_012,rq03_spectral_preprocessing,0,3.3214792878186605,8,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
bm25_v1,w4_rq03_020,rq03_spectral_preprocessing,0,2.9532682834105755,9,unclassified,,unclassified,
bm25_v1,w4_rq03_005,rq03_spectral_preprocessing,0,2.835933406010021,10,unclassified,,unclassified,
bm25_v1,w4_rq03_002,rq03_spectral_preprocessing,0,2.246519591367888,11,unclassified,,unclassified,
bm25_v1,w4_rq03_016,rq03_spectral_preprocessing,0,1.4448189761866481,12,unclassified,,unclassified,
bm25_v1,w4_rq03_019,rq03_spectral_preprocessing,0,1.4362964788367203,13,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
bm25_v1,w4_rq03_010,rq03_spectral_preprocessing,0,1.3324917386964763,14,unclassified,,unclassified,
bm25_v1,w4_rq03_017,rq03_spectral_preprocessing,0,1.3123504921876508,15,unclassified,,unclassified,
bm25_v1,w4_rq03_007,rq03_spectral_preprocessing,1,0.9537191405967558,16,unclassified,,unclassified,
bm25_v1,w4_rq03_001,rq03_spectral_preprocessing,0,0.7692299665282621,17,unclassified,,unclassified,
bm25_v1,w4_rq03_006,rq03_spectral_preprocessing,0,0.5113207231482104,18,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_015
bm25_v1,w4_rq03_008,rq03_spectral_preprocessing,0,0.0,19,unclassified,,unclassified,
bm25_v1,w4_rq03_015,rq03_spectral_preprocessing,0,0.0,20,hard_negative,wrong_astronomical_object,wrong_astronomical_object,data/analysis/w4_query_boundary_examples.csv#qb_018
cross_encoder_msmarco_v1,w4_rq01_016,rq01_stellar_classification,0,7.6706037521362305,1,boundary,object_classification_vs_stellar_type,object_classification_vs_stellar_type,data/analysis/w4_query_boundary_examples.csv#qb_006
cross_encoder_msmarco_v1,w4_rq01_019,rq01_stellar_classification,0,7.099608898162842,2,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_001,rq01_stellar_classification,0,6.586884498596191,3,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_015,rq01_stellar_classification,0,4.9378204345703125,4,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
cross_encoder_msmarco_v1,w4_rq01_017,rq01_stellar_classification,2,4.710331916809082,5,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_002,rq01_stellar_classification,0,3.959278106689453,6,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_011,rq01_stellar_classification,2,3.8366198539733887,7,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_010,rq01_stellar_classification,0,3.671886444091797,8,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_003
cross_encoder_msmarco_v1,w4_rq01_013,rq01_stellar_classification,0,3.1853890419006348,9,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_009,rq01_stellar_classification,0,2.211951732635498,10,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_008,rq01_stellar_classification,2,1.7731268405914307,11,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_002
cross_encoder_msmarco_v1,w4_rq01_006,rq01_stellar_classification,0,0.22876958549022675,12,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_007,rq01_stellar_classification,0,-0.6567893028259277,13,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_004,rq01_stellar_classification,2,-2.0453081130981445,14,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
cross_encoder_msmarco_v1,w4_rq01_018,rq01_stellar_classification,0,-2.5593152046203613,15,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_003,rq01_stellar_classification,0,-3.754922866821289,16,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_012,rq01_stellar_classification,0,-4.696801662445068,17,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_014,rq01_stellar_classification,0,-5.308096408843994,18,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_004
cross_encoder_msmarco_v1,w4_rq01_020,rq01_stellar_classification,0,-5.576564311981201,19,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq01_005,rq01_stellar_classification,0,-10.003819465637207,20,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_008,rq02_stellar_parameters,2,3.075674295425415,1,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_007
cross_encoder_msmarco_v1,w4_rq02_014,rq02_stellar_parameters,0,0.4019244313240051,2,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
cross_encoder_msmarco_v1,w4_rq02_006,rq02_stellar_parameters,2,-1.0307583808898926,3,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_017,rq02_stellar_parameters,2,-2.507534980773926,4,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_003,rq02_stellar_parameters,1,-2.560819387435913,5,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_012,rq02_stellar_parameters,2,-2.989854097366333,6,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_008
cross_encoder_msmarco_v1,w4_rq02_018,rq02_stellar_parameters,2,-3.0774917602539062,7,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_009
cross_encoder_msmarco_v1,w4_rq02_013,rq02_stellar_parameters,0,-3.249922752380371,8,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_009,rq02_stellar_parameters,1,-3.533714532852173,9,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_002,rq02_stellar_parameters,0,-4.099495887756348,10,hard_negative,existing_labels_as_input,existing_labels_as_input,data/analysis/w4_query_boundary_examples.csv#qb_010
cross_encoder_msmarco_v1,w4_rq02_011,rq02_stellar_parameters,0,-4.099495887756348,11,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_005,rq02_stellar_parameters,0,-4.280447959899902,12,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_004,rq02_stellar_parameters,2,-5.330994606018066,13,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_020,rq02_stellar_parameters,0,-5.636430740356445,14,hard_negative,wrong_modality_no_ml,wrong_modality_no_ml,data/analysis/w4_query_boundary_examples.csv#qb_012
cross_encoder_msmarco_v1,w4_rq02_010,rq02_stellar_parameters,0,-7.539908409118652,15,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_007,rq02_stellar_parameters,0,-8.000381469726562,16,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_001,rq02_stellar_parameters,0,-8.19672966003418,17,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_015,rq02_stellar_parameters,0,-8.908388137817383,18,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_016,rq02_stellar_parameters,1,-9.333942413330078,19,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq02_019,rq02_stellar_parameters,0,-10.240459442138672,20,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_005,rq03_spectral_preprocessing,0,0.033476218581199646,1,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_014,rq03_spectral_preprocessing,2,-0.6150707006454468,2,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_013
cross_encoder_msmarco_v1,w4_rq03_012,rq03_spectral_preprocessing,0,-0.8575862646102905,3,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
cross_encoder_msmarco_v1,w4_rq03_020,rq03_spectral_preprocessing,0,-0.995465874671936,4,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_004,rq03_spectral_preprocessing,0,-1.3487945795059204,5,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_011,rq03_spectral_preprocessing,0,-1.3487945795059204,6,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
cross_encoder_msmarco_v1,w4_rq03_009,rq03_spectral_preprocessing,0,-2.7093698978424072,7,boundary,generation_vs_preprocessing,generation_vs_preprocessing,data/analysis/w4_query_boundary_examples.csv#qb_014
cross_encoder_msmarco_v1,w4_rq03_018,rq03_spectral_preprocessing,0,-3.5956270694732666,8,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
cross_encoder_msmarco_v1,w4_rq03_016,rq03_spectral_preprocessing,0,-4.865848541259766,9,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_003,rq03_spectral_preprocessing,0,-6.274831295013428,10,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_002,rq03_spectral_preprocessing,0,-6.39813232421875,11,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_017,rq03_spectral_preprocessing,0,-6.851101875305176,12,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_010,rq03_spectral_preprocessing,0,-6.933061599731445,13,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_013,rq03_spectral_preprocessing,0,-7.48704719543457,14,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_019,rq03_spectral_preprocessing,0,-8.936528205871582,15,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
cross_encoder_msmarco_v1,w4_rq03_015,rq03_spectral_preprocessing,0,-9.091316223144531,16,hard_negative,wrong_astronomical_object,wrong_astronomical_object,data/analysis/w4_query_boundary_examples.csv#qb_018
cross_encoder_msmarco_v1,w4_rq03_001,rq03_spectral_preprocessing,0,-9.542150497436523,17,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_007,rq03_spectral_preprocessing,1,-9.573088645935059,18,unclassified,,unclassified,
cross_encoder_msmarco_v1,w4_rq03_006,rq03_spectral_preprocessing,0,-10.088960647583008,19,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_015
cross_encoder_msmarco_v1,w4_rq03_008,rq03_spectral_preprocessing,0,-11.293188095092773,20,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_002,rq01_stellar_classification,0,0.5737,1,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_014,rq01_stellar_classification,0,0.5601,2,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_004
preliminary_score_v1,w4_rq01_010,rq01_stellar_classification,0,0.5587,3,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_003
preliminary_score_v1,w4_rq01_016,rq01_stellar_classification,0,0.5587,4,boundary,object_classification_vs_stellar_type,object_classification_vs_stellar_type,data/analysis/w4_query_boundary_examples.csv#qb_006
preliminary_score_v1,w4_rq01_015,rq01_stellar_classification,0,0.5584,5,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
preliminary_score_v1,w4_rq01_009,rq01_stellar_classification,0,0.5462,6,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_006,rq01_stellar_classification,0,0.5405,7,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_012,rq01_stellar_classification,0,0.5143,8,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_018,rq01_stellar_classification,0,0.5134,9,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_001,rq01_stellar_classification,0,0.5113,10,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_019,rq01_stellar_classification,0,0.5062,11,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_011,rq01_stellar_classification,2,0.4748,12,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_003,rq01_stellar_classification,0,0.4516,13,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_008,rq01_stellar_classification,2,0.4483,14,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_002
preliminary_score_v1,w4_rq01_013,rq01_stellar_classification,0,0.4374,15,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_007,rq01_stellar_classification,0,0.4193,16,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_005,rq01_stellar_classification,0,0.4148,17,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_020,rq01_stellar_classification,0,0.4075,18,unclassified,,unclassified,
preliminary_score_v1,w4_rq01_004,rq01_stellar_classification,2,0.3866,19,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
preliminary_score_v1,w4_rq01_017,rq01_stellar_classification,2,0.3742,20,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_012,rq02_stellar_parameters,2,0.4619,1,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_008
preliminary_score_v1,w4_rq02_019,rq02_stellar_parameters,0,0.4592,2,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_007,rq02_stellar_parameters,0,0.4509,3,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_016,rq02_stellar_parameters,1,0.4375,4,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_020,rq02_stellar_parameters,0,0.4333,5,hard_negative,wrong_modality_no_ml,wrong_modality_no_ml,data/analysis/w4_query_boundary_examples.csv#qb_012
preliminary_score_v1,w4_rq02_003,rq02_stellar_parameters,1,0.4085,6,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_005,rq02_stellar_parameters,0,0.404,7,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_008,rq02_stellar_parameters,2,0.3971,8,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_007
preliminary_score_v1,w4_rq02_009,rq02_stellar_parameters,1,0.3968,9,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_015,rq02_stellar_parameters,0,0.3955,10,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_014,rq02_stellar_parameters,0,0.3776,11,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
preliminary_score_v1,w4_rq02_018,rq02_stellar_parameters,2,0.3703,12,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_009
preliminary_score_v1,w4_rq02_013,rq02_stellar_parameters,0,0.3677,13,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_011,rq02_stellar_parameters,0,0.3624,14,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_002,rq02_stellar_parameters,0,0.3547,15,hard_negative,existing_labels_as_input,existing_labels_as_input,data/analysis/w4_query_boundary_examples.csv#qb_010
preliminary_score_v1,w4_rq02_017,rq02_stellar_parameters,2,0.3453,16,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_004,rq02_stellar_parameters,2,0.3369,17,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_006,rq02_stellar_parameters,2,0.3014,18,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_010,rq02_stellar_parameters,0,0.2932,19,unclassified,,unclassified,
preliminary_score_v1,w4_rq02_001,rq02_stellar_parameters,0,0.2594,20,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_003,rq03_spectral_preprocessing,0,0.5901,1,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_020,rq03_spectral_preprocessing,0,0.553,2,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_008,rq03_spectral_preprocessing,0,0.54,3,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_017,rq03_spectral_preprocessing,0,0.5348,4,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_002,rq03_spectral_preprocessing,0,0.5216,5,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_010,rq03_spectral_preprocessing,0,0.5102,6,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_007,rq03_spectral_preprocessing,1,0.487,7,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_019,rq03_spectral_preprocessing,0,0.4651,8,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
preliminary_score_v1,w4_rq03_018,rq03_spectral_preprocessing,0,0.4507,9,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
preliminary_score_v1,w4_rq03_014,rq03_spectral_preprocessing,2,0.4205,10,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_013
preliminary_score_v1,w4_rq03_009,rq03_spectral_preprocessing,0,0.4129,11,boundary,generation_vs_preprocessing,generation_vs_preprocessing,data/analysis/w4_query_boundary_examples.csv#qb_014
preliminary_score_v1,w4_rq03_005,rq03_spectral_preprocessing,0,0.4066,12,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_016,rq03_spectral_preprocessing,0,0.3877,13,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_011,rq03_spectral_preprocessing,0,0.3875,14,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
preliminary_score_v1,w4_rq03_015,rq03_spectral_preprocessing,0,0.3748,15,hard_negative,wrong_astronomical_object,wrong_astronomical_object,data/analysis/w4_query_boundary_examples.csv#qb_018
preliminary_score_v1,w4_rq03_013,rq03_spectral_preprocessing,0,0.3727,16,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_012,rq03_spectral_preprocessing,0,0.3703,17,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
preliminary_score_v1,w4_rq03_001,rq03_spectral_preprocessing,0,0.3643,18,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_004,rq03_spectral_preprocessing,0,0.3518,19,unclassified,,unclassified,
preliminary_score_v1,w4_rq03_006,rq03_spectral_preprocessing,0,0.3322,20,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_015
rrf_bm25_specter2_v1,w4_rq01_016,rq01_stellar_classification,0,0.03200204813108039,1,boundary,object_classification_vs_stellar_type,object_classification_vs_stellar_type,data/analysis/w4_query_boundary_examples.csv#qb_006
rrf_bm25_specter2_v1,w4_rq01_001,rq01_stellar_classification,0,0.03131881575727918,2,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_015,rq01_stellar_classification,0,0.03128054740957967,3,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
rrf_bm25_specter2_v1,w4_rq01_019,rq01_stellar_classification,0,0.03047794966520434,4,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_017,rq01_stellar_classification,2,0.03015873015873016,5,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_009,rq01_stellar_classification,0,0.02970950704225352,6,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_011,rq01_stellar_classification,2,0.02967032967032967,7,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_008,rq01_stellar_classification,2,0.029631255487269536,8,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_002
rrf_bm25_specter2_v1,w4_rq01_002,rq01_stellar_classification,0,0.029513888888888888,9,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_006,rq01_stellar_classification,0,0.029083245521601686,10,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_010,rq01_stellar_classification,0,0.028850145288501453,11,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_003
rrf_bm25_specter2_v1,w4_rq01_013,rq01_stellar_classification,0,0.02821939586645469,12,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_007,rq01_stellar_classification,0,0.027479766610201392,13,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_014,rq01_stellar_classification,0,0.026992753623188405,14,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_004
rrf_bm25_specter2_v1,w4_rq01_004,rq01_stellar_classification,2,0.02667140825035562,15,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
rrf_bm25_specter2_v1,w4_rq01_012,rq01_stellar_classification,0,0.026547116736990155,16,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_018,rq01_stellar_classification,0,0.026491228070175437,17,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_020,rq01_stellar_classification,0,0.026153846153846153,18,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_005,rq01_stellar_classification,0,0.02548701298701299,19,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq01_003,rq01_stellar_classification,0,0.025478740668614087,20,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_006,rq02_stellar_parameters,2,0.03149801587301587,1,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_003,rq02_stellar_parameters,1,0.03131881575727918,2,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_008,rq02_stellar_parameters,2,0.03125763125763126,3,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_007
rrf_bm25_specter2_v1,w4_rq02_018,rq02_stellar_parameters,2,0.030834914611005692,4,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_009
rrf_bm25_specter2_v1,w4_rq02_012,rq02_stellar_parameters,2,0.03047794966520434,5,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_008
rrf_bm25_specter2_v1,w4_rq02_017,rq02_stellar_parameters,2,0.030076888285843508,6,unclassified,,unclassified,
