openalex_id,title,authors,publication_year,doi,abstract,cited_by_count,source_name,landing_page_url,source_query_ids,source_run_ids,retrieved_at
https://openalex.org/W2072609734,A Gemini ground-based transmission spectrum of WASP-29b: a featureless spectrum from 515 to 720 nm,Neale P. Gibson; S. Aigrain; J. K. Barstow; T. M. Evans; Leigh N. Fletcher; P. G. J. Irwin,2012,10.1093/mnras/sts307,"We report Gemini-South Gemini Multi-Object Spectrograph observations of the exoplanet system WASP-29 during primary transit as a test case for differential spectrophotometry. We use the multi-object spectrograph to observe the target star and a comparison star simultaneously to produce multiple light curves at varying wavelengths. The ‘white’ light curve and 15 ‘spectral’ light curves are analysed to refine the system parameters and produce a transmission spectrum from ∼515 to 720 nm. All light curves exhibit time-correlated noise, which we model using a variety of techniques. These include a simple noise rescaling, a Gaussian process model and a wavelet-based method. These methods all produce consistent results, although with different uncertainties. The precision of the transmission spectrum is improved by subtracting a common signal from all the spectral light curves, reaching a typical precision of ∼1 × 10−4 in transit depth. The transmission spectrum is free of spectral features, and given the non-detection of a pressure broadened Na feature, we can rule out the presence of a Na-rich atmosphere free of clouds or hazes, although we cannot rule out a narrow Na core. This indicates that Na is not present in the atmosphere, and/or that clouds/hazes play a significant role in the atmosphere and mask the broad wings of the Na feature, although the former is a more likely explanation given WASP-29b’s equilibrium temperature of ∼970 K, at which Na can form various compounds. We also briefly discuss the use of Gaussian process and wavelet methods to account for time-correlated noise in transit light curves.",147,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/sts307,q03_parameters,20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:51 GMT+0800 (中国标准时间)
https://openalex.org/W2078829410,Classification of Spectra of Emission Line Stars Using Machine Learning Techniques,Pavla Bromová; Petr Škoda; Jaroslav Vážný,2014,10.1007/s11633-014-0789-2,,47,Machine Intelligence Research,https://doi.org/10.1007/s11633-014-0789-2,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2121377740,Automated supervised classification of variable stars,J. Debosscher; L. M. Sarro; C. Aerts; J. Cuypers; B. Vandenbussche; R. Garrido; E. Solano,2007,10.1051/0004-6361:20077638,Context.The fast classification of new variable stars is an important step in making them available for further research. Selection of science targets from large databases is much more efficient if they have been classified first. Defining the classes in terms of physical parameters is also important to get an unbiased statistical view on the variability mechanisms and the borders of instability strips.,198,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361:20077638,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2127375519,A MACHINE-LEARNING METHOD TO INFER FUNDAMENTAL STELLAR PARAMETERS FROM PHOTOMETRIC LIGHT CURVES,A. A. Miller; J. S. Bloom; J. W. Richards; Y. S. Lee; D. L. Starr; N. R. Butler; S. Tokarz; N. Smith; J. A. Eisner,2015,10.1088/0004-637x/798/2/122,"A fundamental challenge for wide-field imaging surveys is obtaining follow-up spectroscopic observations: there are >10 9 photometrically cataloged sources, yet modern spectroscopic surveys are limited to ∼few × 10 6 targets. As we approach the Large Synoptic Survey Telescope era, new algorithmic solutions are required to cope with the data deluge. Here we report the development of a machine-learning framework capable of inferring fundamental stellar parameters ( T eff , log g , and [Fe/H]) using photometric-brightness variations and color alone. A training set is constructed from a systematic spectroscopic survey of variables with Hectospec/Multi-Mirror Telescope. In sum, the training set includes ∼9000 spectra, for which stellar parameters are measured using the SEGUE Stellar Parameters Pipeline (SSPP). We employed the random forest algorithm to perform a non-parametric regression that predicts T eff , log g , and [Fe/H] from photometric time-domain observations. Our final optimized model produces a cross-validated rms error (RMSE) of 165 K, 0.39 dex, and 0.33 dex for T eff , log g , and [Fe/H], respectively. Examining the subset of sources for which the SSPP measurements are most reliable, the RMSE reduces to 125 K, 0.37 dex, and 0.27 dex, respectively, comparable to what is achievable via low-resolution spectroscopy. For variable stars this represents a ≈12%–20% improvement in RMSE relative to models trained with single-epoch photometric colors. As an application of our method, we estimate stellar parameters for ∼54,000 known variables. We argue that this method may convert photometric time-domain surveys into pseudo-spectrographic engines, enabling the construction of extremely detailed maps of the Milky Way, its structure, and history.",42,The Astrophysical Journal,https://doi.org/10.1088/0004-637x/798/2/122,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2139768786,Oscillation frequencies for 35<i>Kepler</i>solar-type planet-hosting stars using Bayesian techniques and machine learning,G. R. Davies; V. Silva Aguirre; T. R. Bedding; R. Handberg; Mikkel N. Lund; W. J. Chaplin; Daniel Huber; T. R. White; O. Benomar; S. Hekker; Sarbani Basu; T. L. Campante; J. Christensen‐Dalsgaard; Y. Elsworth; C. Karoff; H. Kjeldsen; M. Lundkvist; Τ. S. Metcalfe; Dennis Stello,2015,10.1093/mnras/stv2593,"Kepler has revolutionized our understanding of both exoplanets and their host stars. Asteroseismology is a valuable tool in the characterization of stars and Kepler is an excellent observing facility to perform asteroseismology. Here we select a sample of 35 Kepler solar-type stars which host transiting exoplanets (or planet candidates) with detected solar-like oscillations. Using available Kepler short cadence data up to Quarter 16 we create power spectra optimized for asteroseismology of solar-type stars. We identify modes of oscillation and estimate mode frequencies by ‘peak bagging’ using a Bayesian Markov Chain Monte Carlo framework. In addition, we expand the methodology of quality assurance using a Bayesian unsupervised machine learning approach. We report the measured frequencies of the modes of oscillation for all 35 stars and frequency ratios commonly used in detailed asteroseismic modelling. Due to the high correlations associated with frequency ratios we report the covariance matrix of all frequencies measured and frequency ratios calculated. These frequencies, frequency ratios, and covariance matrices can be used to obtain tight constraint on the fundamental parameters of these planet-hosting stars.",154,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stv2593,q02_classification;q03_parameters,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3;20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2148249719,Spectral classification of stars based on LAMOST spectra,Chao Liu; Wenyuan Cui; Bo Zhang; Junchen Wan; Licai Deng; Yonghui Hou; Yuefei Wang; Ming Yang; Yong Zhang,2015,10.1088/1674-4527/15/8/004,"In this work, we select spectra of stars with high signal-to-noise ratio from LAMOST data and map their MK classes to the spectral features. The equivalent widths of prominent spectral lines, which play a similar role as multi-color photometry, form a clean stellar locus well ordered by MK classes. The advantage of the stellar locus in line indices is that it gives a natural and continuous classification of stars consistent with either broadly used MK classes or stellar astrophysical parameters. We also employ an SVM-based classification algorithm to assign MK classes to LAMOST stellar spectra. We find that the completenesses of the classifications are up to 90% for A and G type stars, but they are down to about 50% for OB and K type stars. About 40% of the OB and K type stars are mis-classified as A and G type stars, respectively. This is likely due to the difference in the spectral features between late B type and early A type stars or between late G and early K type stars being very weak. The relatively poor performance of the automatic MK classification with SVM suggests that the direct use of line indices to classify stars is likely a more preferable choice.",54,Research in Astronomy and Astrophysics,https://doi.org/10.1088/1674-4527/15/8/004,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2211251945,Stellar parametrization from<i>Gaia</i>RVS spectra,A. Recio–Blanco; P. de Laverny; C. Allende Prieto; Diego Fustes; M. Manteiga; B. Arcay; A. Bijaoui; Carlos Dafonte; C. Ordénovic; Diego Ordóñez Blanco,2015,10.1051/0004-6361/201425030,"Context. Among the myriad of data collected by the ESA Gaia satellite, about 150 million spectra will be delivered by the Radial Velocity Spectrometer (RVS) for stars as faint as GRVS~ 16. A specific stellar parametrization will be performed on most of these RVS spectra, i.e. those with enough high signal-to-noise ratio (S/N), which should correspond to single stars that have a magnitude in the RVS band brighter than ~14.5. Some individual chemical abundances will also be estimated for the brightest targets.",89,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/201425030,q03_parameters,20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:51 GMT+0800 (中国标准时间)
https://openalex.org/W2375984290,Stellar classification from single-band imaging using machine learning,T. Kuntzer; M. Tewes; F. Courbin,2016,10.1051/0004-6361/201628660,"Information on the spectral types of stars is of great interest in view of the exploitation of space-based imaging surveys. In this article, we investigate the classification of stars into spectral types using only the shape of their diffraction pattern in a single broad-band image. We propose a supervised machine learning approach to this endeavour, based on principal component analysis (PCA) for dimensionality reduction, followed by artificial neural networks (ANNs) estimating the spectral type. Our analysis is performed with image simulations mimicking the Hubble Space Telescope (HST) Advanced Camera for Surveys (ACS) in the F606W and F814W bands, as well as the Euclid VIS imager. We first demonstrate this classification in a simple context, assuming perfect knowledge of the point spread function (PSF) model and the possibility of accurately generating mock training data for the machine learning. We then analyse its performance in a fully data-driven situation, in which the training would be performed with a limited subset of bright stars from a survey, and an unknown PSF with spatial variations across the detector. We use simulations of main-sequence stars with flat distributions in spectral type and in signal-to-noise ratio, and classify these stars into 13 spectral subclasses, from O5 to M5. Under these conditions, the algorithm achieves a high success rate both for Euclid and HST images, with typical errors of half a spectral class. Although more detailed simulations would be needed to assess the performance of the algorithm on a specific survey, this shows that stellar classification from single-band images is well possible.",37,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/201628660,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2406349003,A survey of machine learning for big data processing,Junfei Qiu; Qihui Wu; Guoru Ding; Yuhua Xu; Shuo Feng,2016,10.1186/s13634-016-0355-x,"There is no doubt that big data are now rapidly expanding in all science and engineering domains. While the potential of these massive data is undoubtedly significant, fully making sense of them requires new ways of thinking and novel learning techniques to address the various challenges. In this paper, we present a literature survey of the latest advances in researches on machine learning for big data processing. First, we review the machine learning techniques and highlight some promising learning methods in recent studies, such as representation learning, deep learning, distributed and parallel learning, transfer learning, active learning, and kernel-based learning. Next, we focus on the analysis and discussions about the challenges and possible solutions of machine learning for big data. Following that, we investigate the close connections of machine learning with signal processing techniques for big data processing. Finally, we outline several open issues and research trends.",895,EURASIP Journal on Advances in Signal Processing,https://doi.org/10.1186/s13634-016-0355-x,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2531334071,The RAVE-on Catalog of Stellar Atmospheric Parameters and Chemical Abundances for Chemo-dynamic Studies in the Gaia Era,Andrew R. Casey; Keith Hawkins; David W. Hogg; Melissa Ness; Hans‐Walter Rix; G. Kordopatis; Andrea Kunder; Matthias Steinmetz; S. E. Koposov; H. Enke; Jason L. Sanders; Gerry Gilmore; T. Zwitter; K. C. Freeman; L. Casagrande; G. Matijevič; G. M. Seabroke; O. Bienaymé; Joss Bland‐Hawthorn; B. K. Gibson; E. K. Grebel; A. Helmi; U. Munari; Julio F. Navarro; Warren Reid; A. Siebert; Rosemary F. Ġ. Wyse,2017,10.3847/1538-4357/aa69c2,"Abstract The orbits, atmospheric parameters, chemical abundances, and ages of individual stars in the Milky Way provide the most comprehensive illustration of galaxy formation available. The Tycho- Gaia Astrometric Solution (TGAS) will deliver astrometric parameters for the largest ever sample of Milky Way stars, though its full potential cannot be realized without the addition of complementary spectroscopy. Among existing spectroscopic surveys, the RAdial Velocity Experiment (RAVE) has the largest overlap with TGAS (≳200,000 stars). We present a data-driven re-analysis of 520,781 RAVE spectra using The Cannon . For red giants, we build our model using high-fidelity APOGEE stellar parameters and abundances for stars that overlap with RAVE. For main sequence and sub-giant stars, our model uses stellar parameters from the K2/EPIC . We derive and validate effective temperature T eff , surface gravity log g , and chemical abundances of up to seven elements (O, Mg, Al, Si, Ca, Fe, and Ni). We report a total of 1,685,851 elemental abundances with a typical precision of 0.07 dex, a substantial improvement over previous RAVE data releases. The synthesis of RAVE-on and TGAS is the most powerful data set for chemo-dynamic analyses of the Milky Way ever produced.",78,The Astrophysical Journal,https://doi.org/10.3847/1538-4357/aa69c2,q03_parameters,20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:51 GMT+0800 (中国标准时间)
