pair_id,research_query_id,method_id,score,rank
w4_rq03_019,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.028404512489927477,10
w4_rq03_003,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.028373015873015873,11
w4_rq03_017,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.028258706467661692,12
w4_rq03_010,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.027598020555767034,13
w4_rq03_007,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.027046783625730993,14
w4_rq03_016,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.027046783625730993,15
w4_rq03_002,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.026905019862766343,16
w4_rq03_001,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.02668564312399929,17
w4_rq03_006,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.026334026334026334,18
w4_rq03_008,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.025645240835114252,19
w4_rq03_015,rq03_spectral_preprocessing,rrf_bm25_specter2_v1,0.025158227848101265,20
