pair_id,research_query_id,research_question_zh,research_question_en,acquisition_query_id,openalex_id,title,abstract,landing_page_url,publication_year,doi,source_query_ids,source_run_ids,pool_version,selection_bucket
w4_rq01_011,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W2777402735,Carbon Stars Identified from LAMOST DR4 Using Machine Learning,"Abstract In this work, we present a catalog of 2651 carbon stars from the fourth Data Release (DR4) of the Large Sky Area Multi-Object Fiber Spectroscopy Telescope (LAMOST). Using an efficient machine-learning algorithm, we find these stars from more than 7 million spectra. As a by-product, 17 carbon-enhanced metal-poor turnoff star candidates are also reported in this paper, and they are preliminarily identified by their atmospheric parameters. Except for 176 stars that could not be given spectral types, we classify the other 2475 carbon stars into five subtypes: 864 C-H, 226 C-R, 400 C-J, 266 C-N, and 719 barium stars based on a series of spectral features. Furthermore, we divide the C-J stars into three subtypes, C-J(H), C-J(R), and C-J(N), and about 90% of them are cool N-type stars as expected from previous literature. Besides spectroscopic classification, we also match these carbon stars to multiple broadband photometries. Using ultraviolet photometry data, we find that 25 carbon stars have FUV detections and that they are likely to be in binary systems with compact white dwarf companions.",https://doi.org/10.3847/1538-4365/aaa415,2018,10.3847/1538-4365/aaa415,"[""q02_classification"",""q03_parameters""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3"",""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,rank_shift
w4_rq01_012,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W2406349003,A survey of machine learning for big data processing,"There is no doubt that big data are now rapidly expanding in all science and engineering domains. While the potential of these massive data is undoubtedly significant, fully making sense of them requires new ways of thinking and novel learning techniques to address the various challenges. In this paper, we present a literature survey of the latest advances in researches on machine learning for big data processing. First, we review the machine learning techniques and highlight some promising learning methods in recent studies, such as representation learning, deep learning, distributed and parallel learning, transfer learning, active learning, and kernel-based learning. Next, we focus on the analysis and discussions about the challenges and possible solutions of machine learning for big data. Following that, we investigate the close connections of machine learning with signal processing techniques for big data processing. Finally, we outline several open issues and research trends.",https://doi.org/10.1186/s13634-016-0355-x,2016,10.1186/s13634-016-0355-x,"[""q02_classification""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3""]",w4_pilot_v0.1,top
w4_rq01_013,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W2127375519,A MACHINE-LEARNING METHOD TO INFER FUNDAMENTAL STELLAR PARAMETERS FROM PHOTOMETRIC LIGHT CURVES,"A fundamental challenge for wide-field imaging surveys is obtaining follow-up spectroscopic observations: there are >10 9 photometrically cataloged sources, yet modern spectroscopic surveys are limited to ∼few × 10 6 targets. As we approach the Large Synoptic Survey Telescope era, new algorithmic solutions are required to cope with the data deluge. Here we report the development of a machine-learning framework capable of inferring fundamental stellar parameters ( T eff , log g , and [Fe/H]) using photometric-brightness variations and color alone. A training set is constructed from a systematic spectroscopic survey of variables with Hectospec/Multi-Mirror Telescope. In sum, the training set includes ∼9000 spectra, for which stellar parameters are measured using the SEGUE Stellar Parameters Pipeline (SSPP). We employed the random forest algorithm to perform a non-parametric regression that predicts T eff , log g , and [Fe/H] from photometric time-domain observations. Our final optimized model produces a cross-validated rms error (RMSE) of 165 K, 0.39 dex, and 0.33 dex for T eff , log g , and [Fe/H], respectively. Examining the subset of sources for which the SSPP measurements are most reliable, the RMSE reduces to 125 K, 0.37 dex, and 0.27 dex, respectively, comparable to what is achievable via low-resolution spectroscopy. For variable stars this represents a ≈12%–20% improvement in RMSE relative to models trained with single-epoch photometric colors. As an application of our method, we estimate stellar parameters for ∼54,000 known variables. We argue that this method may convert photometric time-domain surveys into pseudo-spectrographic engines, enabling the construction of extremely detailed maps of the Milky Way, its structure, and history.",https://doi.org/10.1088/0004-637x/798/2/122,2015,10.1088/0004-637x/798/2/122,"[""q02_classification""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3""]",w4_pilot_v0.1,bottom
w4_rq01_014,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W3155899199,Machine Learning Based Automatic Modulation Recognition for Wireless Communications: A Comprehensive Survey,"The rapid development of information and wireless communication technologies together with the large increase in the number of end-users have made the radio spectrum more crowded than ever. Besides, providing a stable and reliable service is challenging, as electromagnetic environments are evolving and becoming more sophisticated. Accordingly, there is an urgent need for more reliable and intelligent communication systems that can improve the spectrum efficiency and the quality of service to provide agile management of network resources, so as to better meet the needs of future wireless users. Specifically, Automatic Modulation Recognition (AMR) plays an essential role in most intelligent communication systems especially with the emergence of Software Defined Radio (SDR). AMR is an indispensable task while performing spectrum sensing in Cognitive Radio (CR). Thanks to the significant advancements in Deep Learning (DL) applications, new and powerful tools have been provided which can tackle problems in this space. Thus, today, integrating DL models into AMR has gained the attention of many researchers. This work aims to provide a comprehensive state-of-the-art review of the most recent Machine Learning (ML) based AMR methods for Single-Input Single-Output (SISO) and Multiple-Input Multiple-Output (MIMO) systems. Furthermore, the architecture of each model will be identified along with a detailed comparison in terms of specifications and performance. Finally, an outline of the open problems, challenges, and potential research directions is provided along with discussion and conclusion.",https://doi.org/10.1109/access.2021.3071801,2021,10.1109/access.2021.3071801,"[""q02_classification"",""q04_preprocessing""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3"",""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,rank_shift
w4_rq01_015,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W2899864468,Machine Learning Applied to Star–Galaxy–QSO Classification and Stellar Effective Temperature Regression,"Abstract In modern astrophysics, machine learning has increasingly gained popularity with its incredibly powerful ability to make predictions or calculated suggestions for large amounts of data. We describe an application of the supervised machine-learning algorithm, random forests (RF), to the star/galaxy/QSO classification and the stellar effective temperature regression based on the combination of Large Sky Area Multi-Object Fiber Spectroscopic Telescope and Sloan Digital Sky Survey spectroscopic data. This combination enables us to obtain reliable predictions with one of the largest training samples ever used. The training samples are built with a nine-color data set of about three million objects for the classification and a seven-color data set of over one million stars for the regression. The performance of the classification and regression is examined with validation and blind tests on the objects in the RAdial Velocity Extension, 6dFGS, UV-bright Quasar Survey and Apache Point Observatory Galactic Evolution Experiment surveys. We demonstrate that RF is an effective algorithm, with classification accuracies higher than 99% for stars and galaxies, and higher than 94% for QSOs. These accuracies are higher than machine-learning results in former studies. The total standard deviations of the regression are smaller than 200 K, which is similar to those of some spectrum-based methods. The machine-learning algorithm with the broad-band photometry provides us with a more efficient approach for dealing with massive amounts of astrophysical data than do traditional color cuts and spectral energy distribution fits.",https://doi.org/10.3847/1538-3881/aaf009,2018,10.3847/1538-3881/aaf009,"[""q02_classification""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3""]",w4_pilot_v0.1,middle
w4_rq01_016,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W4312712330,Experimental Analysis of Stellar Classification by using Different Machine Learning Algorithms,"In advanced Astrophysics, Machine Learning has progressively attained popularity with its astounding powerful potential to analyze large amounts of data and make accurate predictions. The categorization of stars is based on their spectral features, known as stellar classification. The star's electromagnetic energy is studied by dividing it using a diffraction or prism grating into a spectrum that has a rainbow of colours intermingled with spectral lines that are used for classification. The use of space-based imaging surveys necessitates a considerable deal of information on the spectral types of stars. This research presents the techniques for classifying stellar features into a Galaxy and a Star using various Machine Learning Algorithms on a dataset consisting of 100,000 observations. Techniques like K-Nearest Neighbours (KNN), Support Vector Classifier (SVC), Random Forest (RF), Logistic Regression (LR), Decision Tree (DT), and Naïve Bayes (NB) are used to train the model. Ultimately, a relative examination is done based on investigational outcomes from distinct models. This experiment demonstrates that the Support Vector Classifier (SVC) provides the highest accuracy, whereas the Decision tree (DT) provides the lowest. Finally, the potential for additional research in this area is highlighted.",https://doi.org/10.1109/i4tech55392.2022.9952964,2022,10.1109/i4tech55392.2022.9952964,"[""q02_classification""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3""]",w4_pilot_v0.1,top
w4_rq01_017,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W2078829410,Classification of Spectra of Emission Line Stars Using Machine Learning Techniques,,https://doi.org/10.1007/s11633-014-0789-2,2014,10.1007/s11633-014-0789-2,"[""q02_classification""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3""]",w4_pilot_v0.1,bottom
w4_rq01_018,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W4306248068,"Machine learning in electron microscopy for advanced nanocharacterization: current developments, available tools and future outlook",", high-energy physics, astronomy, Earth sciences, and even robotics, videogames, or marketing and finances), in order to narrow down the incoming future of electron microscopy, its challenges and outlook.",https://doi.org/10.1039/d2nh00377e,2022,10.1039/d2nh00377e,"[""q02_classification""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3""]",w4_pilot_v0.1,bottom
w4_rq01_019,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W2375984290,Stellar classification from single-band imaging using machine learning,"Information on the spectral types of stars is of great interest in view of the exploitation of space-based imaging surveys. In this article, we investigate the classification of stars into spectral types using only the shape of their diffraction pattern in a single broad-band image. We propose a supervised machine learning approach to this endeavour, based on principal component analysis (PCA) for dimensionality reduction, followed by artificial neural networks (ANNs) estimating the spectral type. Our analysis is performed with image simulations mimicking the Hubble Space Telescope (HST) Advanced Camera for Surveys (ACS) in the F606W and F814W bands, as well as the Euclid VIS imager. We first demonstrate this classification in a simple context, assuming perfect knowledge of the point spread function (PSF) model and the possibility of accurately generating mock training data for the machine learning. We then analyse its performance in a fully data-driven situation, in which the training would be performed with a limited subset of bright stars from a survey, and an unknown PSF with spatial variations across the detector. We use simulations of main-sequence stars with flat distributions in spectral type and in signal-to-noise ratio, and classify these stars into 13 spectral subclasses, from O5 to M5. Under these conditions, the algorithm achieves a high success rate both for Euclid and HST images, with typical errors of half a spectral class. Although more detailed simulations would be needed to assess the performance of the algorithm on a specific survey, this shows that stellar classification from single-band images is well possible.",https://doi.org/10.1051/0004-6361/201628660,2016,10.1051/0004-6361/201628660,"[""q02_classification""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3""]",w4_pilot_v0.1,top
w4_rq01_020,rq01_stellar_classification,机器学习如何用于恒星光谱分类或恒星类型识别？,How is machine learning used to classify stellar spectra or identify stellar types?,q02_classification,https://openalex.org/W2611629499,X-rays across the galaxy population – II. The distribution of AGN accretion rates as a function of stellar mass and redshift,"We use deep Chandra X-ray imaging to measure the distribution of specific black hole accretion rates (LX relative to the stellar mass of the galaxy) and thus trace active galactic nucleus (AGN) activity within star-forming and quiescent galaxies, as a function of stellar mass (from 108.5 to 1011.5 M⊙) and redshift (to z ∼ 4). We adopt near-infrared-selected samples of galaxies from the CANDELS and UltraVISTA surveys, extract X-ray data for every galaxy, and use a flexible Bayesian method to combine these data and to measure the probability distribution function of specific black hole accretion rates, λsBHAR. We identify a broad distribution of λsBHAR in both star-forming and quiescent galaxies – likely reflecting the stochastic nature of AGN fuelling – with a roughly power-law shape that rises towards lower λsBHAR, a steep cut-off at λsBHAR ≳ 0.1–1 (in Eddington equivalent units), and a turnover or flattening at |$\lambda _\mathrm{sBHAR} \lesssim 10^{-3}\hbox{ {to} }10^{-2}$|⁠. We find that the probability of a star-forming galaxy hosting a moderate λsBHAR AGN depends on stellar mass and evolves with redshift, shifting towards higher λsBHAR at higher redshifts. This evolution is truncated at a point corresponding to the Eddington limit, indicating black holes may self-regulate their growth at high redshifts when copious gas is available. The probability of a quiescent galaxy hosting an AGN is generally lower than that of a star-forming galaxy, shows signs of suppression at the highest stellar masses and evolves strongly with redshift. The AGN duty cycle in high-redshift (z ≳ 2) quiescent galaxies thus reaches ∼20 per cent, comparable to the duty cycle in star-forming galaxies of equivalent stellar mass and redshift.",https://doi.org/10.1093/mnras/stx2700,2017,10.1093/mnras/stx2700,"[""q02_classification""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3""]",w4_pilot_v0.1,rank_shift
w4_rq02_001,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W1653774948,Nucleosynthesis in Stellar Explosions,,https://doi.org/10.1007/978-94-009-6348-1_22,1984,10.1007/978-94-009-6348-1_22,"[""q03_parameters""]","[""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,bottom
w4_rq02_002,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W3106471209,Dissecting stellar chemical abundance space with t-SNE,"In the era of large-scale Galactic astronomy and multi-object spectroscopic stellar surveys, the sample sizes and the number of available stellar chemical abundances have reached dimensions in which it has become difficult to process all the available information in an effective manner. In this paper we demonstrate the use of a dimensionality-reduction technique (t-distributed stochastic neighbour embedding; t-SNE) for analysing the stellar abundance-space distribution. While the non-parametric non-linear behaviour of this technique makes it difficult to estimate the significance of any abundance-space substructure found, we show that our results depend little on parameter choices and are robust to abundance errors. By reanalysing the high-resolution high-signal-to-noise solar-neighbourhood HARPS-GTO sample with t-SNE, we find clearer chemical separations of the high- and low-[α/Fe] disc sequences, hints for multiple populations in the high-[α/Fe] population, and indications that the chemical evolution of the high-[α/Fe] metal-rich stars is connected with the super-metal-rich stars. We also identify a number of chemically peculiar stars, among them a high-confidence s-process-enhanced abundance-ratio pair (HD 91345/HD 126681) with very similar ages and v X and v Y velocities, which we suggest have a common birth origin, possibly a dwarf galaxy. Our results demonstrate the potential of abundance-space t-SNE and similar methods for chemical-tagging studies with large spectroscopic surveys.",http://hdl.handle.net/10183/204135,2018,10.1051/0004-6361/201833099/pdf,"[""q03_parameters""]","[""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,bottom
w4_rq02_003,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W2594445930,"An Empirical Template Library of Stellar Spectra for a Wide Range of Spectral Classes, Luminosity Classes, and Metallicities Using SDSS BOSS Spectra","Abstract We present a library of empirical stellar spectra created using spectra from the Sloan Digital Sky Survey’s Baryon Oscillation Spectroscopic Survey. The templates cover spectral types O5 through L3, are binned by metallicity from −2.0 dex through +1.0 dex, and are separated into main-sequence (dwarf) stars and giant stars. With recently developed M dwarf metallicity indicators, we are able to extend the metallicity bins down through the spectral subtype M8, making this the first empirical library with this degree of temperature and metallicity coverage. The wavelength coverage for the templates is from 3650 to 10200 Å at a resolution of better than R ∼ 2000. Using the templates, we identify trends in color space with metallicity and surface gravity, which will be useful for analyzing large data sets from upcoming missions like the Large Synoptic Survey Telescope. Along with the templates, we are releasing a code for automatically (and/or visually) identifying the spectral type and metallicity of a star.",https://doi.org/10.3847/1538-4365/aa656d,2017,10.3847/1538-4365/aa656d,"[""q02_classification"",""q03_parameters""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3"",""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,top
w4_rq02_004,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W2211251945,Stellar parametrization from<i>Gaia</i>RVS spectra,"Context. Among the myriad of data collected by the ESA Gaia satellite, about 150 million spectra will be delivered by the Radial Velocity Spectrometer (RVS) for stars as faint as GRVS~ 16. A specific stellar parametrization will be performed on most of these RVS spectra, i.e. those with enough high signal-to-noise ratio (S/N), which should correspond to single stars that have a magnitude in the RVS band brighter than ~14.5. Some individual chemical abundances will also be estimated for the brightest targets.",https://doi.org/10.1051/0004-6361/201425030,2015,10.1051/0004-6361/201425030,"[""q03_parameters""]","[""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,rank_shift
w4_rq02_005,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W3107253413,Investigating the young AU Mic system with SPIRou: large-scale stellar magnetic field and close-in planet mass,"ABSTRACT We present a velocimetric and spectropolarimetric analysis of 27 observations of the 22-Myr M1 star AU Microscopii (AU Mic) collected with the high-resolution YJHK (0.98–2.35 μm) spectropolarimeter SPIRou from 2019 September 18 to November 14. Our radial velocity (RV) time-series exhibits activity-induced fluctuations of 45 m s−1 rms, ∼3 times smaller than those measured in the optical domain, that we filter using Gaussian Process Regression. We report a 3.9σ detection of the recently discovered 8.46 -d transiting planet AU Mic b, with an estimated mass of 17.1$^{+4.7}_{-4.5}$ M⊕ and a bulk density of 1.3 ± 0.4 g cm−3, inducing an RV signature of semi-amplitude K = 8.5$^{+2.3}_{-2.2}$ m s−1 in the spectrum of its host star. A consistent detection is independently obtained when we simultaneously image stellar surface inhomogeneities and estimate the planet parameters with Zeeman–Doppler imaging (ZDI). Using ZDI, we invert the time-series of unpolarized and circularly polarized spectra into surface brightness and large-scale magnetic maps. We find a mainly poloidal and axisymmetric field of 475 G, featuring, in particular, a dipole of 450 G tilted at 19° to the rotation axis. Moreover, we detect a strong differential rotation of dΩ = 0.167 ± 0.009 rad d−1 shearing the large-scale field, about twice stronger than that shearing the brightness distribution, suggesting that both observables probe different layers of the convective zone. Even though we caution that more RV measurements are needed to accurately pin down the planet mass, AU Mic b already appears as a prime target for constraining planet formation models, studying the interactions with the surrounding debris disc, and characterizing its atmosphere with upcoming space- and ground-based missions.",https://doi.org/10.1093/mnras/staa3702,2020,10.1093/mnras/staa3702,"[""q03_parameters""]","[""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,rank_shift
w4_rq02_006,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W2043055070,A PCA approach to stellar effective temperatures,"Context. The derivation of the effective temperature of a star is a critical first step in a detailed spectroscopic analysis. Spectroscopic methods suffer from systematic errors related to model simplifications. Photometric methods may be more robust, but are exposed to the distortions caused by interstellar reddening. Direct methods are difficult to apply, since fundamental data of high accuracy are hard to obtain.",https://doi.org/10.1051/0004-6361/201220961,2013,10.1051/0004-6361/201220961,"[""q03_parameters""]","[""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,rank_shift
w4_rq02_007,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W2797439311,Binary Companions of Evolved Stars in APOGEE DR14: Search Method and Catalog of ∼5000 Companions,"Abstract Multi-epoch radial velocity measurements of stars can be used to identify stellar, substellar, and planetary-mass companions. Even a small number of observation epochs can be informative about companions, though there can be multiple qualitatively different orbital solutions that fit the data. We have custom-built a Monte Carlo sampler ( The Joker ) that delivers reliable (and often highly multimodal) posterior samplings for companion orbital parameters given sparse radial velocity data. Here we use The Joker to perform a search for companions to 96,231 red giant stars observed in the APOGEE survey (DR14) with ≥3 spectroscopic epochs. We select stars with probable companions by making a cut on our posterior belief about the amplitude of the variation in stellar radial velocity induced by the orbit. We provide (1) a catalog of 320 companions for which the stellar companion’s properties can be confidently determined, (2) a catalog of 4898 stars that likely have companions, but would require more observations to uniquely determine the orbital properties, and (3) posterior samplings for the full orbital parameters for all stars in the parent sample. We show the characteristics of systems with confidently determined companion properties and highlight interesting systems with candidate compact object companions.",https://doi.org/10.3847/1538-3881/aac387,2018,10.3847/1538-3881/aac387,"[""q03_parameters""]","[""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,middle
w4_rq02_008,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W2032231736,Estimation of stellar atmospheric parameters from SDSS/SEGUE spectra,"We present techniques for the estimation of stellar atmospheric parameters (Teff, , [Fe/H]) for stars from the SDSS/SEGUE survey. The atmospheric parameters are derived from the observed medium-resolution () stellar spectra using non-linear regression models trained either on (1) pre-classified observed data or (2) synthetic stellar spectra. In the first case we use our models to automate and generalize parametrization produced by a preliminary version of the SDSS/SEGUE Spectroscopic Parameter Pipeline (SSPP). In the second case we directly model the mapping between synthetic spectra (derived from Kurucz model atmospheres) and the atmospheric parameters, independently of any intermediate estimates. After training, we apply our models to various samples of SDSS spectra to derive atmospheric parameters, and compare our results with those obtained previously by the SSPP for the same samples. We obtain consistency between the two approaches, with RMS deviations on the order of 150 K in Teff, 0.35 dex in , and 0.22 dex in [Fe/H]. The models are applied to pre-processed spectra, either via Principal Component Analysis (PCA) or a Wavelength Range Selection (WRS) method, which employs a subset of the full 3850–9000 Åspectral range. This is both for computational reasons (robustness and speed), and because it delivers higher accuracy (better generalization of what the models have learned). Broadly speaking, the PCA is demonstrated to deliver more accurate atmospheric parameters when the training data are the actual SDSS spectra with previously estimated parameters, whereas WRS appears superior for the estimation of via synthetic templates, especially for lower signal-to-noise spectra. From a subsample of some 19 000 stars with previous determinations of the atmospheric parameters, the accuracies of our predictions (mean absolute errors) for each parameter are Teff to 170/170 K, to 0.36/0.45 dex, and [Fe/H] to 0.19/0.26 dex, for methods (1) and (2), respectively. We measure the intrinsic errors of our models by training on synthetic spectra and evaluating their performance on an independent set of synthetic spectra. This yields RMS accuracies of 50 K, 0.02 dex, and 0.03 dex on Teff, , and [Fe/H], respectively. Our approach can be readily deployed in an automated analysis pipeline, and can easily be retrained as improved stellar models and synthetic spectra become available. We nonetheless emphasise that this approach relies on an accurate calibration and pre-processing of the data (to minimize mismatch between the real and synthetic data), as well as sensible choices concerning feature selection. From an analysis of cluster candidates with available SDSS spectroscopy (M 15, M 13, M 2, and NGC 2420), and assuming the age, metallicity, and distances given in the literature are correct, we find evidence for small systematic offsets in Teff and/or for the parameter estimates from the model trained on real data with the SSPP. Thus, this model turns out to derive more precise, but less accurate, atmospheric parameters than the model trained on synthetic data.",https://doi.org/10.1051/0004-6361:20077334,2007,10.1051/0004-6361:20077334,"[""q03_parameters""]","[""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,top
w4_rq02_009,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W2900811782,Accuracy and Precision of Industrial Stellar Abundances,"There has been an incredibly large investment in obtaining high-resolution stellar spectra for determining chemical abundances of stars. This information is crucial to answer fundamental questions in astronomy by constraining the formation and evolution scenarios of the Milky Way as well as the stars and planets residing in it. We have just entered a new era, in which chemical abundances of FGK-type stars are being produced at industrial scales, and in which the observations, reduction, and analysis of the data are automatically performed by machines. Here, we review the latest human efforts to assess the accuracy and precision of such industrial abundances by providing insights into the steps and uncertainties associated with the process of determining stellar abundances. We also provide a description of current and forthcoming spectroscopic surveys, focusing on their reported abundances and uncertainties. This allows us to identify which elements and spectral lines are best and why. Finally, we make a brief selection of main scientific questions the community is aiming to answer with abundances. ▪ Uncertainties in abundances need to be disentangled into random and systematic components. ▪ Precision can be increased by applying differential or data-driven methods based on accurate data. ▪ High-resolution and signal-to-noise spectra provide fundamental data that can be used to calibrate lower-resolution and signal-to-noise spectra of millions of stars. ▪ Different survey calibration strategies must agree on a common set of reference stars to create data products that are consistent. ▪ Data products provided by individual groups must be published using standard formats to ensure straightforward applicability.",https://doi.org/10.1146/annurev-astro-091918-104509,2019,10.1146/annurev-astro-091918-104509,"[""q03_parameters""]","[""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,middle
w4_rq02_010,rq02_stellar_parameters,机器学习如何从恒星光谱估计有效温度、表面重力、金属丰度等恒星物理或大气参数？,"How is machine learning used to estimate stellar physical or atmospheric parameters, including effective temperature, surface gravity, and metallicity, from stellar spectra?",q03_parameters,https://openalex.org/W2072609734,A Gemini ground-based transmission spectrum of WASP-29b: a featureless spectrum from 515 to 720 nm,"We report Gemini-South Gemini Multi-Object Spectrograph observations of the exoplanet system WASP-29 during primary transit as a test case for differential spectrophotometry. We use the multi-object spectrograph to observe the target star and a comparison star simultaneously to produce multiple light curves at varying wavelengths. The ‘white’ light curve and 15 ‘spectral’ light curves are analysed to refine the system parameters and produce a transmission spectrum from ∼515 to 720 nm. All light curves exhibit time-correlated noise, which we model using a variety of techniques. These include a simple noise rescaling, a Gaussian process model and a wavelet-based method. These methods all produce consistent results, although with different uncertainties. The precision of the transmission spectrum is improved by subtracting a common signal from all the spectral light curves, reaching a typical precision of ∼1 × 10−4 in transit depth. The transmission spectrum is free of spectral features, and given the non-detection of a pressure broadened Na feature, we can rule out the presence of a Na-rich atmosphere free of clouds or hazes, although we cannot rule out a narrow Na core. This indicates that Na is not present in the atmosphere, and/or that clouds/hazes play a significant role in the atmosphere and mask the broad wings of the Na feature, although the former is a more likely explanation given WASP-29b’s equilibrium temperature of ∼970 K, at which Na can form various compounds. We also briefly discuss the use of Gaussian process and wavelet methods to account for time-correlated noise in transit light curves.",https://doi.org/10.1093/mnras/sts307,2012,10.1093/mnras/sts307,"[""q03_parameters""]","[""20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2""]",w4_pilot_v0.1,bottom
