keyword,run_id,openalex_id,doi,title,authors,publication_year,source_name,landing_page_url,cited_by_count,abstract,retrieved_at
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2900811782,https://doi.org/10.1146/annurev-astro-091918-104509,Accuracy and Precision of Industrial Stellar Abundances,Paula Jofré; Ulrike Heiter; Caroline Soubiran,2019,Annual Review of Astronomy and Astrophysics,https://doi.org/10.1146/annurev-astro-091918-104509,178,"There has been an incredibly large investment in obtaining high-resolution stellar spectra for determining chemical abundances of stars. This information is crucial to answer fundamental questions in astronomy by constraining the formation and evolution scenarios of the Milky Way as well as the stars and planets residing in it. We have just entered a new era, in which chemical abundances of FGK-type stars are being produced at industrial scales, and in which the observations, reduction, and analysis of the data are automatically performed by machines. Here, we review the latest human efforts to assess the accuracy and precision of such industrial abundances by providing insights into the steps and uncertainties associated with the process of determining stellar abundances. We also provide a description of current and forthcoming spectroscopic surveys, focusing on their reported abundances and uncertainties. This allows us to identify which elements and spectral lines are best and why. Finally, we make a brief selection of main scientific questions the community is aiming to answer with abundances. ▪ Uncertainties in abundances need to be disentangled into random and systematic components. ▪ Precision can be increased by applying differential or data-driven methods based on accurate data. ▪ High-resolution and signal-to-noise spectra provide fundamental data that can be used to calibrate lower-resolution and signal-to-noise spectra of millions of stars. ▪ Different survey calibration strategies must agree on a common set of reference stars to create data products that are consistent. ▪ Data products provided by individual groups must be published using standard formats to ensure straightforward applicability.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2098458655,,"Prediction of stellar atmospheric parameters from spectra, spectral indices and spectral lines using machine learning",Olac Fuentes; R. K. Gulati,2001,,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.10.4071,7,"In this paper we present an experimental study of the performance of a simple machine learning algorithm applied to the prediction of the stellar atmospheric parameters T eff , log g and [F e/H ] using as input three di#erent sets of spectral features. We compare the performance of the distance-weighted 3-nearest-neighbor algorithm using as input spectra, a set of spectral indices taken from the same wavelength region, and absorption lines obtained by removing from the spectra the contribution of the continuum, which is computed by means of a linear time convex hull algorithm. Our experiments show that the predictions obtained using spectral indices and spectral lines have very similar accuracy levels, and that both are superior to those obtained using spectra.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W4389097389,https://doi.org/10.1093/mnras/stad3668,Machine learning applications in Jupiter-host star classification using stellar spectra,M. Zammit; Kristian Zarb Adami,2023,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stad3668,4,"ABSTRACT The link between stellar host properties, be it chemical, physical, dynamical, or galactic in nature, with the presence of planetary companions, has been one that has been repeatedly tested in the literature. Several corroborated work has argued that the correlation between a stellar atmosphere’s chemistry and the presence of gas giant companions is primordial in nature, implying that the chemical budget in a protoplanetary disc, and by proxy the eventual stellar host, increases the likelihood of gas giant formation. In this work, we aim to use the power of computer vision to build and test a machine learning classifier capable of discriminating between gas giant host stars and a comparison sample, using spectral data of the host stars in the visible regime. High-resolution spectra are used to preserve any inherent information which may contribute to the classification, and are fed into a stacked ensemble design incorporating several convolutional neural networks. The spectral range is binned such that each is assigned to a first-level voter, with the meta-learner aggregating their votes into a final classification. We contextualize and elaborate on the model design and results presented in a prior proceedings publication, and present an amended architecture incorporating semisupervized learning. Both models achieve relatively strong performance metrics and generalize over the holdout sets well, yet still present signs of overfitting.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2032231736,https://doi.org/10.1051/0004-6361:20077334,Estimation of stellar atmospheric parameters from SDSS/SEGUE spectra,P. Re Fiorentin; C. A. L. Bailer‐Jones; Young Sun Lee; Timothy C. Beers; T. Sivarani; Ronald Wilhelm; Carlos Allende Prieto; John E. Norris,2007,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361:20077334,94,"We present techniques for the estimation of stellar atmospheric parameters (Teff, , [Fe/H]) for stars from the SDSS/SEGUE survey. The atmospheric parameters are derived from the observed medium-resolution () stellar spectra using non-linear regression models trained either on (1) pre-classified observed data or (2) synthetic stellar spectra. In the first case we use our models to automate and generalize parametrization produced by a preliminary version of the SDSS/SEGUE Spectroscopic Parameter Pipeline (SSPP). In the second case we directly model the mapping between synthetic spectra (derived from Kurucz model atmospheres) and the atmospheric parameters, independently of any intermediate estimates. After training, we apply our models to various samples of SDSS spectra to derive atmospheric parameters, and compare our results with those obtained previously by the SSPP for the same samples. We obtain consistency between the two approaches, with RMS deviations on the order of 150 K in Teff, 0.35 dex in , and 0.22 dex in [Fe/H]. The models are applied to pre-processed spectra, either via Principal Component Analysis (PCA) or a Wavelength Range Selection (WRS) method, which employs a subset of the full 3850–9000 Åspectral range. This is both for computational reasons (robustness and speed), and because it delivers higher accuracy (better generalization of what the models have learned). Broadly speaking, the PCA is demonstrated to deliver more accurate atmospheric parameters when the training data are the actual SDSS spectra with previously estimated parameters, whereas WRS appears superior for the estimation of via synthetic templates, especially for lower signal-to-noise spectra. From a subsample of some 19 000 stars with previous determinations of the atmospheric parameters, the accuracies of our predictions (mean absolute errors) for each parameter are Teff to 170/170 K, to 0.36/0.45 dex, and [Fe/H] to 0.19/0.26 dex, for methods (1) and (2), respectively. We measure the intrinsic errors of our models by training on synthetic spectra and evaluating their performance on an independent set of synthetic spectra. This yields RMS accuracies of 50 K, 0.02 dex, and 0.03 dex on Teff, , and [Fe/H], respectively. Our approach can be readily deployed in an automated analysis pipeline, and can easily be retrained as improved stellar models and synthetic spectra become available. We nonetheless emphasise that this approach relies on an accurate calibration and pre-processing of the data (to minimize mismatch between the real and synthetic data), as well as sensible choices concerning feature selection. From an analysis of cluster candidates with available SDSS spectroscopy (M 15, M 13, M 2, and NGC 2420), and assuming the age, metallicity, and distances given in the literature are correct, we find evidence for small systematic offsets in Teff and/or for the parameter estimates from the model trained on real data with the SSPP. Thus, this model turns out to derive more precise, but less accurate, atmospheric parameters than the model trained on synthetic data.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2211251945,https://doi.org/10.1051/0004-6361/201425030,Stellar parametrization from<i>Gaia</i>RVS spectra,A. Recio–Blanco; P. de Laverny; C. Allende Prieto; Diego Fustes; M. Manteiga; B. Arcay; A. Bijaoui; Carlos Dafonte; C. Ordénovic; Diego Ordóñez Blanco,2015,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/201425030,88,"Context. Among the myriad of data collected by the ESA Gaia satellite, about 150 million spectra will be delivered by the Radial Velocity Spectrometer (RVS) for stars as faint as GRVS~ 16. A specific stellar parametrization will be performed on most of these RVS spectra, i.e. those with enough high signal-to-noise ratio (S/N), which should correspond to single stars that have a magnitude in the RVS band brighter than ~14.5. Some individual chemical abundances will also be estimated for the brightest targets.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2098142369,https://doi.org/10.1111/j.1365-2966.2010.16713.x,Galaxy Zoo: reproducing galaxy morphologies via machine learning★,Manda Banerji; Ofer Lahav; Chris J. Lintott; Filipe B. Abdalla; Kevin Schawinski; Steven P. Bamford; Dan Andreescu; Phil Murray; M. Jordan Raddick; Anze Slosar; Alex Szalay; Daniel Thomas; Jan Vandenberg,2010,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1111/j.1365-2966.2010.16713.x,199,"We present morphological classifications obtained using machine learning for objects in the Sloan Digital Sky Survey DR6 that have been classified by Galaxy Zoo into three classes, namely early types, spirals and point sources/artefacts. An artificial neural network is trained on a subset of objects classified by the human eye, and we test whether the machine-learning algorithm can reproduce the human classifications for the rest of the sample. We find that the success of the neural network in matching the human classifications depends crucially on the set of input parameters chosen for the machine-learning algorithm. The colours and parameters associated with profile fitting are reasonable in separating the objects into three classes. However, these results are considerably improved when adding adaptive shape parameters as well as concentration and texture. The adaptive moments, concentration and texture parameters alone cannot distinguish between early type galaxies and the point sources/artefacts. Using a set of 12 parameters, the neural network is able to reproduce the human classifications to better than 90 per cent for all three morphological classes. We find that using a training set that is incomplete in magnitude does not degrade our results given our particular choice of the input parameters to the network. We conclude that it is promising to use machine-learning algorithms to perform morphological classification for the next generation of wide-field imaging surveys and that the Galaxy Zoo catalogue provides an invaluable training set for such purposes.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2915006163,https://doi.org/10.1088/1538-3873/aaf3fa,Machine Learning for the Zwicky Transient Facility,A. Mahabal; Umaa Rebbapragada; Richard Walters; Frank J. Masci; N. Blagorodnova; Jan van Roestel; Quanzhi Ye; Rahul Biswas; Kevin B. Burdge; Chan-Kao Chang; Dmitry A. Duev; V. Z. Golkhou; Adam A. Miller; J. Nordin; Charlotte Ward; S. M. Adams; Eric C. Bellm; Doug Branton; Brian Bue; Chris Cannella; Andrew J. Connolly; Richard Dekany; U. Feindt; T. Hung; L. Fortson; Sara Frederick; C. Fremling; Suvi Gezari; M. J. Graham; Steven L. Groom; M. M. Kasliwal; S. R. Kulkarni; Thomas Kupfer; Hsing Wen Lin; Chris Lintott; R. Lunnan; John K. Parejko; Thomas A. Prince; Reed Riddle; B. Rusholme; Nicholas Saunders; Nima Sedaghat; D. L. Shupe; Leo P. Singer; Maayane T. Soumagnac; Paula Szkody; Y. Tachibana; Kushal Tirumala; Sjoert van Velzen; Darryl Wright,2019,Publications of the Astronomical Society of the Pacific,https://doi.org/10.1088/1538-3873/aaf3fa,136,"The Zwicky Transient Facility is a large optical survey in multiple filters producing hundreds of thousands of transient alerts per night. We describe here various machine learning (ML) implementations and plans to make the maximal use of the large data set by taking advantage of the temporal nature of the data, and further combining it with other data sets. We start with the initial steps of separating bogus candidates from real ones, separating stars and galaxies, and go on to the classification of real objects into various classes. Besides the usual methods (e.g., based on features extracted from light curves) we also describe early plans for alternate methods including the use of domain adaptation, and deep learning. In a similar fashion we describe efforts to detect fast moving asteroids.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2127375519,https://doi.org/10.1088/0004-637x/798/2/122,A MACHINE-LEARNING METHOD TO INFER FUNDAMENTAL STELLAR PARAMETERS FROM PHOTOMETRIC LIGHT CURVES,A. A. Miller; J. S. Bloom; J. W. Richards; Y. S. Lee; D. L. Starr; N. R. Butler; S. Tokarz; N. Smith; J. A. Eisner,2015,The Astrophysical Journal,https://doi.org/10.1088/0004-637x/798/2/122,41,"A fundamental challenge for wide-field imaging surveys is obtaining follow-up spectroscopic observations: there are &gt;10^9 photometrically cataloged sources, yet modern spectroscopic surveys are limited to ~few× 10^6 targets. As we approach the Large Synoptic Survey Telescope era, new algorithmic solutions are required to cope with the data deluge. Here we report the development of a machine-learning framework capable of inferring fundamental stellar parameters (T_(eff), log g, and [Fe/H]) using photometric-brightness variations and color alone. A training set is constructed from a systematic spectroscopic survey of variables with Hectospec/Multi-Mirror Telescope. In sum, the training set includes ~9000 spectra, for which stellar parameters are measured using the SEGUE Stellar Parameters Pipeline (SSPP). We employed the random forest algorithm to perform a non-parametric regression that predicts T_(eff), log g, and [Fe/H] from photometric time-domain observations. Our final optimized model produces a cross-validated rms error (RMSE) of 165 K, 0.39 dex, and 0.33 dex for T_(eff), log g, and [Fe/H], respectively. Examining the subset of sources for which the SSPP measurements are most reliable, the RMSE reduces to 125 K, 0.37 dex, and 0.27 dex, respectively, comparable to what is achievable via low-resolution spectroscopy. For variable stars this represents a ≈12%-20% improvement in RMSE relative to models trained with single-epoch photometric colors. As an application of our method, we estimate stellar parameters for ~54,000 known variables. We argue that this method may convert photometric time-domain surveys into pseudo-spectrographic engines, enabling the construction of extremely detailed maps of the Milky Way, its structure, and history.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W3007731496,https://doi.org/10.1051/0004-6361/201937194,ODUSSEAS: a machine learning tool to derive effective temperature and metallicity for M dwarf stars,A. Antoniadis-Karnavas; S. G. Sousa; E. Delgado-Mena; N. C. Santos; G. D. C. Teixeira; V. Neves,2020,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/201937194,49,"Aims. The derivation of spectroscopic parameters for M dwarf stars is very important in the fields of stellar and exoplanet characterization. The goal of this work is the creation of an automatic computational tool able to quickly and reliably derive the T eff and [Fe/H] of M dwarfs using optical spectra obtained by different spectrographs with different resolutions. Methods. ODUSSEAS (Observing Dwarfs Using Stellar Spectroscopic Energy-Absorption Shapes) is based on the measurement of the pseudo equivalent widths for more than 4000 stellar absorption lines and on the use of the machine learning Python package “scikit-learn” for predicting the stellar parameters. Results. We show that our tool is able to derive parameters accurately and with high precision, having precision errors of ~30 K for T eff and ~0.04 dex for [Fe/H]. The results are consistent for spectra with resolutions of between 48 000 and 115 000 and a signal-to-noise ratio above 20.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2905331806,https://doi.org/10.3847/1538-4365/aaf651,"The Fifteenth Data Release of the Sloan Digital Sky Surveys: First Release of MaNGA-derived Quantities, Data Visualization Tools, and Stellar Library",D. S. Aguado; Romina Ahumada; Andrés Almeida; Scott F. Anderson; Brett H. Andrews; Borja Anguiano; Erik Aquino Ortíz; Alfonso Aragón-Salamanca; Maria Argudo-Fernández; Marie Aubert; Vladimir Avila-Reese; Carles Badenes; Sandro Barboza Rembold; Kat Barger; Jorge Barrera-Ballesteros; Dominic Bates; Julian Bautista; Rachael L. Beaton; Timothy C. Beers; Francesco Belfiore; Mariangela Bernardi; Matthew Bershady; Florian Beutler; Jonathan Bird; Dmitry Bizyaev; Guillermo A. Blanc; Michael R. Blanton; Michael Blomqvist; Adam S. Bolton; Médéric Boquien; Jura Borissova; Jo Bovy; William Nielsen Brandt; Jonathan Brinkmann; Joel R. Brownstein; Kevin Bundy; Adam Burgasser; Nell Byler; Mariana Cano Diaz; Michele Cappellari; Ricardo Carrera; Bernardo Cervantes Sodi; Yanping Chen; Brian Cherinka; Peter Doohyun Choi; Haeun Chung; Damien Coffey; Julia M. Comerford; Johan Comparat; Kevin Covey; Gabriele da Silva Ilha; Luiz da Costa; Yu Sophia Dai; Guillermo Damke; Jeremy Darling; Roger Davies; Kyle Dawson; Victoria de Sainte Agathe; Alice Deconto Machado; Agnese Del Moro; Nathan De Lee; Aleksandar M. Diamond-Stanic; Helena Domínguez Sánchez; John Donor; Niv Drory; Hélion du Mas des Bourboux; Chris Duckworth; Tom Dwelly; Garrett Ebelke; Eric Emsellem; Stephanie Escoffier; José G. Fernández-Trincado; Diane Feuillet; Johanna-Laina Fischer; Scott W. Fleming; Amelia Fraser-McKelvie; Gordon Freischlad; Peter M. Frinchaboy; Hai Fu; Lluís Galbany; Rafael Garcia-Dias; D. A. García-Hernández; Luis Alberto Garma Oehmichen; Marcio Antonio Geimba Maia; Héctor Gil-Marín; Kathleen Grabowski; Meng Gu; Hong Guo; Jaewon Ha; Emily Harrington; Sten Hasselquist; Christian R. Hayes; Fred Hearty; Hector Hernandez Toledo; Harry Hicks; David W. Hogg; Kelly Holley-Bockelmann; Jon A. Holtzman; Bau-Ching Hsieh; Jason A. S. Hunt,2019,The Astrophysical Journal Supplement Series,https://doi.org/10.3847/1538-4365/aaf651,353,"Twenty years have passed since first light for the Sloan Digital Sky Survey (SDSS). Here, we release data taken by the fourth phase of SDSS (SDSS-IV) across its first three years of operation (2014 July-2017 July). This is the third data release for SDSS-IV, and the 15th from SDSS (Data Release Fifteen; DR15). New data come from MaNGA-we release 4824 data cubes, as well as the first stellar spectra in the MaNGA Stellar Library (MaStar), the first set of survey-supported analysis products (e.g., stellar and gas kinematics, emission-line and other maps) from the MaNGA Data Analysis Pipeline, and a new data visualization and access tool we call ""Marvin."" The next data release, DR16, will include new data from both APOGEE-2 and eBOSS; those surveys release no new data here, but we document updates and corrections to their data processing pipelines. The release is cumulative; it also includes the most recent reductions and calibrations of all data taken by SDSS since first light. In this paper, we describe the location and format of the data and tools and cite technical references describing how it was obtained and processed. The SDSS website (www.sdss.org) has also been updated, providing links to data downloads, tutorials, and examples of data use. Although SDSS-IV will continue to collect astronomical data until 2020, and will be followed by SDSS-V (2020-2025), we end this paper by describing plans to ensure the sustainability of the SDSS data archive for many years beyond the collection of data.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2006997511,https://doi.org/10.1051/0004-6361/201117372,Automatic stellar spectra parameterisation in the IR Ca ii triplet region,G. Kordopatis; A. Recio–Blanco; P. de Laverny; A. Bijaoui; V. Hill; G. Gilmore; R. F. G. Wyse; C. Ordénovic,2011,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/201117372,83,"Context. Galactic archaeology aims to determine the evolution of the Galaxy from the chemical and kinematical properties of its individual stars. This requires the analysis of data from large spectroscopic surveys, with sample sizes in tens of thousands at present, with millions of stars being reached in the near future. Such large samples require automated analysis techniques and classification algorithms to obtain robust estimates of the stellar parameter values. Several on-going and planned spectroscopic surveys have selected their wavelength region to contain the IR Ca ii triplet (~λλ 8500 Å) and the work presented in this paper focuses on the automatic analysis of such spectra.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W3101015041,https://doi.org/10.1051/0004-6361/201937194/pdf,ODUSSEAS: a machine learning tool to derive effective temperature and metallicity for M dwarf stars,A. Antoniadis-Karnavas; S. G. Sousa; E. Delgado-Mena; N. C. Santos; G. D. C. Teixeira; V. Neves,2020,Springer Link (Chiba Institute of Technology),,40,"Aims. The derivation of spectroscopic parameters for M dwarf stars is very important in the fields of stellar and exoplanet characterization. The goal of this work is the creation of an automatic computational tool able to quickly and reliably derive the Teff and [Fe/H] of M dwarfs using optical spectra obtained by different spectrographs with different resolutions. Methods. ODUSSEAS (Observing Dwarfs Using Stellar Spectroscopic Energy-Absorption Shapes) is based on the measurement of the pseudo equivalent widths for more than 4000 stellar absorption lines and on the use of the machine learning Python package “scikit-learn” for predicting the stellar parameters. Results. We show that our tool is able to derive parameters accurately and with high precision, having precision errors of ~30 K for Teff and ~0.04 dex for [Fe/H]. The results are consistent for spectra with resolutions of between 48 000 and 115 000 and a signal-to-noise ratio above 20.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W3101896622,,A Machine Learning Method to Infer Fundamental Stellar Parameters from Photometric Light Curves,Adam A. Miller; J. S. Bloom; Joseph W. Richards; Young Sun Lee; D. Starr; N. Butler; S. Tokarz; Nathan Smith; J. A. Eisner,2014,CaltechAUTHORS (California Institute of Technology),https://authors.library.caltech.edu/51836/,33,"A fundamental challenge for wide-field imaging surveys is obtaining follow-up spectroscopic observations: there are &gt; 10^9 photometrically cataloged sources, yet modern spectroscopic surveys are limited to ~few x 10^6 targets. As we approach the Large Synoptic Survey Telescope (LSST) era, new algorithmic solutions are required to cope with the data deluge. Here we report the development of a machine-learning framework capable of inferring fundamental stellar parameters (T_(eff), log g, and [Fe/H]) using photometric-brightness variations and color alone. A training set is constructed from a systematic spectroscopic survey of variables with Hectospec/MMT. In sum, the training set includes ~9000 spectra, for which stellar parameters are measured using the SEGUE Stellar Parameters&#13;\nPipeline (SSPP). We employed the random forest algorithm to perform a non-parametric regression that predicts T_(eff), log g, and [Fe/H] from photometric time-domain observations. Our final, optimized model produces a cross-validated root-mean-square error (RMSE) of 165 K, 0.39 dex, and 0.33 dex for T_(eff), log g, and [Fe/H], respectively. Examining the subset of sources for which the SSPP&#13;\nmeasurements are most reliable, the RMSE reduces to 125 K, 0.37 dex, and 0.27 dex, respectively, comparable to what is achievable via low-resolution spectroscopy. For variable stars this represents a ≈12-20% improvement in RMSE relative to models trained with single-epoch photometric colors. As an application of our method, we estimate stellar parameters for ~54,000 known variables. We argue&#13;\nthat this method may convert photometric time-domain surveys into pseudo-spectrographic engines, enabling the construction of extremely detailed maps of the Milky Way, its structure, and history.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W4395479208,https://doi.org/10.1093/mnras/stae1114,Stellar populations with optical spectra: deep learning versus popular spectrum fitting codes,Joanna Woo; Dan Walters; Finn Archinuk; S. M. Faber; Sara L. Ellison; Hossen Teimoorinia; Kartheik G. Iyer,2024,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stae1114,24,"ABSTRACT We compare the performance of several popular spectrum fitting codes (firefly, starlight, pypipe3d, and ppxf), and a deep-learning convolutional neural network (starnet), in recovering known stellar population properties (mean stellar age, stellar metallicity, stellar mass-to-light ratio M*/Lr and the internal E(B−V)) of simulated galaxy spectra in optical wavelengths. Our mock spectra are constructed from star-formation histories from the IllustrisTNG100-1 simulation. These spectra mimic the Sloan Digital Sky Survey (SDSS) through a novel method of including the noise, sky residuals, and emission lines taken directly from SDSS. We find that starnet vastly outperforms all conventional codes in both speed and recovery of stellar population properties (error scatter &amp;lt;0.08 dex, average biases &amp;lt;0.02 dex for all tested quantities), but it requires an appropriate training set. Of the non-machine-learning codes, ppxf was a factor of 3–4 times faster than the other codes, and was the best in recovering stellar population properties (error scatter of &amp;lt;0.11 dex, average biases &amp;lt;0.08 dex). However, the errors and biases are strongly dependent on both true and predicted values of stellar age and metallicity, and signal-to-noise ratio. The biases of all codes can approach 0.15 dex in stellar ages, metallicities and log M*/Lr, but remain ≲0.05 for E(B−V). Using unrealistic Gaussian noise in the construction of mock spectra will underestimate the errors in the metallicities by a factor of 2 or more, and mocks without emission lines will underestimate the errors in stellar age and M*/Lr by a factor of 2.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W3036313178,https://doi.org/10.1093/mnras/staa1809,Stellar spectral interpolation using machine learning,Kaushal Kumar Sharma; Harinder P. Singh; Ranjan Gupta; Ajit Kembhavi; Kaustubh Vaghmare; Jianrong Shi; Yongheng Zhao; Jiannan Zhang; Yue Wu,2020,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/staa1809,15,"ABSTRACT Theoretical stellar spectra rely on model stellar atmospheres computed based on our understanding of the physical laws at play in the stellar interiors. These models, coupled with atomic and molecular line databases, are used to generate theoretical stellar spectral libraries (SSLs) comprising of stellar spectra over a regular grid of atmospheric parameters (temperature, surface gravity, abundances) at any desired resolution. Another class of SSLs is referred to as empirical spectral libraries; these contain observed spectra at limited resolution. SSLs play an essential role in deriving the properties of stars and stellar populations. Both theoretical and empirical libraries suffer from limited coverage over the parameter space. This limitation is overcome to some extent by generating spectra for specific sets of atmospheric parameters by interpolating within the grid of available parameter space. In this work, we present a method for spectral interpolation in the optical region using machine learning algorithms that are generic, easily adaptable for any SSL without much change in the model parameters, and computationally inexpensive. We use two machine learning techniques, Random Forest (RF) and Artificial Neural Networks (ANN), and train the models on the MILES library. We apply the trained models to spectra from the CFLIB for testing and show that the performance of the two models is comparable. We show that both the models achieve better accuracy than the existing methods of polynomial based interpolation and the Gaussian radial basis function (RBF) interpolation.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W3155899199,https://doi.org/10.1109/access.2021.3071801,Machine Learning Based Automatic Modulation Recognition for Wireless Communications: A Comprehensive Survey,Bachir Jdid; Kaïs Hassan; Iyad Dayoub; Wei Hong Lim; Mastaneh Mokayef,2021,IEEE Access,https://doi.org/10.1109/access.2021.3071801,175,"The rapid development of information and wireless communication technologies together with the large increase in the number of end-users have made the radio spectrum more crowded than ever. Besides, providing a stable and reliable service is challenging, as electromagnetic environments are evolving and becoming more sophisticated. Accordingly, there is an urgent need for more reliable and intelligent communication systems that can improve the spectrum efficiency and the quality of service to provide agile management of network resources, so as to better meet the needs of future wireless users. Specifically, Automatic Modulation Recognition (AMR) plays an essential role in most intelligent communication systems especially with the emergence of Software Defined Radio (SDR). AMR is an indispensable task while performing spectrum sensing in Cognitive Radio (CR). Thanks to the significant advancements in Deep Learning (DL) applications, new and powerful tools have been provided which can tackle problems in this space. Thus, today, integrating DL models into AMR has gained the attention of many researchers. This work aims to provide a comprehensive state-of-the-art review of the most recent Machine Learning (ML) based AMR methods for Single-Input Single-Output (SISO) and Multiple-Input Multiple-Output (MIMO) systems. Furthermore, the architecture of each model will be identified along with a detailed comparison in terms of specifications and performance. Finally, an outline of the open problems, challenges, and potential research directions is provided along with discussion and conclusion.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2375984290,https://doi.org/10.1051/0004-6361/201628660,Stellar classification from single-band imaging using machine learning,T. Kuntzer; M. Tewes; F. Courbin,2016,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/201628660,37,"Information on the spectral types of stars is of great interest in view of the exploitation of space-based imaging surveys. In this article, we investigate the classification of stars into spectral types using only the shape of their diffraction pattern in a single broad-band image. We propose a supervised machine learning approach to this endeavour, based on principal component analysis (PCA) for dimensionality reduction, followed by artificial neural networks (ANNs) estimating the spectral type. Our analysis is performed with image simulations mimicking the Hubble Space Telescope (HST) Advanced Camera for Surveys (ACS) in the F606W and F814W bands, as well as the Euclid VIS imager. We first demonstrate this classification in a simple context, assuming perfect knowledge of the point spread function (PSF) model and the possibility of accurately generating mock training data for the machine learning. We then analyse its performance in a fully data-driven situation, in which the training would be performed with a limited subset of bright stars from a survey, and an unknown PSF with spatial variations across the detector. We use simulations of main-sequence stars with flat distributions in spectral type and in signal-to-noise ratio, and classify these stars into 13 spectral subclasses, from O5 to M5. Under these conditions, the algorithm achieves a high success rate both for Euclid and HST images, with typical errors of half a spectral class. Although more detailed simulations would be needed to assess the performance of the algorithm on a specific survey, this shows that stellar classification from single-band images is well possible.",2026-07-30T05:00:44+00:00
machine learning stellar spectra,run001_ml_stellar_spectra,https://openalex.org/W2078829410,https://doi.org/10.1007/s11633-014-0789-2,Classification of Spectra of Emission Line Stars Using Machine Learning Techniques,Pavla Bromová; Petr Škoda; Jaroslav Vážný,2014,International Journal of Automation and Computing,https://doi.org/10.1007/s11633-014-0789-2,47,,2026-07-30T05:00:44+00:00
